新北市板橋區富貴里,1
新北市板橋區華翠里,1
新北市板橋區華德里,1
新北市板橋區華興里,1
新北市板橋區陽明里,1
新北市板橋區黃石里,2
新北市板橋區新民里,1
新北市板橋區新海里,1
新北市板橋區新翠里,1
新北市板橋區新興里,1
新北市板橋區溪北里,1
新北市板橋區溪洲里,1
新北市板橋區福星里,2
新北市板橋區福翠里,1
新北市板橋區龍翠里,1
新北市林口區下福里,2
新北市林口區中湖里,1
新北市林口區仁愛里,2
新北市林口區太平里,2
新北市林口區西林里,2
新北市林口區東林里,1
新北市林口區東勢里,2
新北市林口區林口里,2
新北市林口區南勢里,3
新北市林口區湖北里,1
新北市林口區湖南里,4
新北市林口區菁湖里,1
新北市林口區嘉寶里,1
新北市林口區麗林里,2
新北市林口區麗園里,3
新北市金山區三界里,2
新北市金山區五湖里,2
新北市金山區西湖里,1
新北市金山區金美里,2
新北市金山區美田里,2
新北市金山區重和里,2
新北市金山區清泉里,1
新北市金山區萬壽里,2
新北市金山區磺港里,2
新北市泰山區山腳里,3
新北市泰山區同榮里,4
新北市泰山區明志里,1
新北市泰山區貴子里,1
新北市泰山區貴和里,1
新北市泰山區新明里,1
新北市泰山區楓樹里,1
新北市泰山區義仁里,3
新北市泰山區黎明里,2
新北市烏來區忠治里,1
新北市烏來區信賢里,1
新北市烏來區烏來里,3
新北市烏來區福山里,2
新北市貢寮區仁里里,1
新北市貢寮區和美里,3
新北市貢寮區美豐里,2
新北市貢寮區真理里,3
新北市貢寮區貢寮里,3
新北市貢寮區福連里,2
新北市貢寮區福隆里,3
新北市貢寮區龍門里,1
新北市貢寮區龍崗里,1
新北市淡水區八勢里,2
新北市淡水區大庄里,1
新北市淡水區中和里,1
新北市淡水區中興里,2
新北市淡水區屯山里,1
新北市淡水區文化里,4
新北市淡水區水源里,2
新北市淡水區北投里,1
新北市淡水區正德里,1
新北市淡水區民生里,1
新北市淡水區協元里,1
新北市淡水區坪頂里,1
新北市淡水區忠山里,1
新北市淡水區油車里,1
新北市淡水區長庚里,1
新北市淡水區竿蓁里,1
新北市淡水區崁頂里,1
新北市淡水區埤島里,2
新北市淡水區新義里,1
新北市淡水區新興里,1
新北市淡水區義山里,1
新北市淡水區福德里,4
新北市淡水區賢孝里,1
新北市淡水區學府里,1
新北市淡水區樹興里,4
新北市淡水區興仁里,1
新北市深坑區土庫里,1
新北市深坑區昇高里,1
新北市深坑區阿柔里,1
新北市深坑區深坑里,4
新北市深坑區萬福里,1
新北市新店區大豐里,2
新北市新店區中山里,1
新北市新店區中正里,2
新北市新店區五峯里,1
新北市新店區公崙里,2
新北市新店區太平里,1
新北市新店區文中里,3
新北市新店區永安里,1
新北市新店區百和里,1
新北市新店區屈尺里,2
新北市新店區直潭里,1
新北市新店區美潭里,1
新北市新店區柴埕里,2
新北市新店區國校里,1
新北市新店區頂城里,1
新北市新店區復興里,1
新北市新店區華城里,1
新北市新店區塗潭里,1
新北市新店區新安里,1
新北市新店區福民里,1
新北市新店區廣興里,2
新北市新店區德安里,2
新北市新店區龜山里,2
新北市新店區雙坑里,1
新北市新店區雙城里,2
新北市新店區寶興里,1
新北市新莊區中平里,1
新北市新莊區中美里,1
新北市新莊區中原里,1
新北市新莊區四維里,1
新北市新莊區民全里,1
新北市新莊區立人里,2
新北市新莊區立廷里,1
新北市新莊區立志里,1
新北市新莊區立泰里,1
新北市新莊區立基里,1
新北市新莊區立德里,1
新北市新莊區光明里,1
新北市新莊區全安里,1
新北市新莊區自立里,1
新北市新莊區和平里,1
新北市新莊區忠孝里,2
新北市新莊區昌平里,1
新北市新莊區昌隆里,1
新北市新莊區信義里,1
新北市新莊區南港里,1
新北市新莊區泰豐里,1
新北市新莊區國泰里,1
新北市新莊區萬安里,1
新北市新莊區裕民里,2
新北市新莊區榮和里,1
新北市新莊區福興里,1
新北市新莊區興漢里,1
新北市新莊區頭前里,2
新北市新莊區龍鳳里,1
新北市新莊區營盤里,2
新北市新莊區雙鳯里,1
新北市新莊區雙鳳里,1
新北市新莊區瓊林里,1
新北市瑞芳區弓橋里,1
新北市瑞芳區爪峯里,1
新北市瑞芳區永慶里,1
新北市瑞芳區瓜山里,1
新北市瑞芳區吉安里,1
新北市瑞芳區東和里,1
新北市瑞芳區海濱里,1
新北市瑞芳區深澳里,1
新北市瑞芳區傑魚里,1
新北市瑞芳區新山里,1
新北市瑞芳區新峰里,1
新北市瑞芳區瑞濱里,2
新北市瑞芳區福住里,1
新北市瑞芳區銅山里,1
新北市瑞芳區鼻頭里,1
新北市瑞芳區濂洞里,1
新北市瑞芳區濂新里,1
新北市瑞芳區龍川里,1
新北市瑞芳區龍安里,1
新北市瑞芳區龍興里,1
新北市瑞芳區龍鎮里,1
新北市萬里區大鵬里,2
新北市萬里區北基里,1
新北市萬里區崁脚里,2
新北市萬里區野柳里,2
新北市萬里區萬里里,4
新北市萬里區龜吼里,3
新北市萬里區磺潭里,1
新北市萬里區雙興里,1
新北市樹林區三福里,2
新北市樹林區大同里,1
新北市樹林區山佳里,1
新北市樹林區中山里,2
新北市樹林區和平里,2
新北市樹林區東陽里,1
新北市樹林區金寮里,1
新北市樹林區南園里,1
新北市樹林區柑園里,2
新北市樹林區猐寮里,1
新北市樹林區樂山里,1
新北市樹林區潭底里,1
新北市樹林區樹西里,1
新北市樹林區樹東里,2
新北市樹林區樹南里,2
新北市雙溪區三港里,1
新北市雙溪區三貂里,1
新北市雙溪區上林里,1
新北市雙溪區外柑里,1
新北市雙溪區平林里,2
新北市雙溪區共和里,2
新北市雙溪區牡丹里,2
新北市雙溪區長源里,2
新北市雙溪區泰平里,1
新北市蘆洲區中原里,1
新北市蘆洲區中路里,1
新北市蘆洲區仁德里,1
新北市蘆洲區水湳里,3
新北市蘆洲區正義里,3
新北市蘆洲區民和里,1
新北市蘆洲區永樂里,1
新北市蘆洲區成功里,1
新北市蘆洲區保和里,3
新北市蘆洲區恆德里,1
新北市蘆洲區得仁里,1
新北市蘆洲區溪墘里,1
新北市蘆洲區溪漧里,1
新北市蘆洲區樓厝里,1
新北市蘆洲區鷺江里,1
新北市鶯歌區二橋里,2
新北市鶯歌區中湖里,2
新北市鶯歌區北鶯里,1
新北市鶯歌區永吉里,1
新北市鶯歌區永昌里,1
新北市鶯歌區同慶里,2
新北市鶯歌區尖山里,1
新北市鶯歌區西鶯里,1
新北市鶯歌區建國里,1
新北市鶯歌區鳳鳴里,2
臺北士林區中陽明里,1
臺北士林區天天壽里,1
臺北大安區忠民輝里,1
臺北中山區八俾頭里,1
臺北市士林區三玉里,78
臺北市士林區仁勇里,73
臺北市士林區公館里,1
臺北市士林區天山里,99
臺北市士林區天母里,110
臺北市士林區天玉里,164
臺北市士林區天和里,83
臺北市士林區天祿里,95
臺北市士林區天壽里,115
臺北市士林區天福里,58
臺北市士林區平等里,2
臺北市士林區永倫里,109
臺北市士林區永福里,8
臺北市士林區名山里,67
臺北市士林區百齡里,64
臺北市士林區岩山里,37
臺北市士林區忠誠里,86
臺北市士林區承德里,49
臺北市士林區明勝里,54
臺北市士林區東山里,29
臺北市士林區社子里,67
臺北市士林區社園里,73
臺北市士林區社新里,85
臺北市士林區芝山里,48
臺北市士林區前港里,43
臺北市士林區後港里,64
臺北市士林區富光里,52
臺北市士林區富洲里,3
臺北市士林區菁山里,1
臺北市士林區陽明里,79
臺北市士林區新安里,12
臺北市士林區溪山里,3
臺北市士林區義信里,38
臺北市士林區聖山里,39
臺北市士林區葫東里,23
臺北市士林區葫蘆里,40
臺北市士林區福中里,80
臺北市士林區福安里,2
臺北市士林區福志里,101
臺北市士林區福佳里,41
臺北市士林區福林里,47
臺北市士林區福華里,26
臺北市士林區福順里,39
臺北市士林區福德里,62
臺北市士林區翠山里,5
臺北市士林區德行里,39
臺北市士林區德華里,70
臺北市士林區臨溪里,31
臺北市士林區舊佳里,123
臺北市士林區蘭雅里,139
臺北市士林區蘭興里,95
臺北市大同區大有里,50
臺北市大同區民權里,58
臺北市大同區永樂里,99
臺北市大同區玉泉里,55
臺北市大同區光能里,65
臺北市大同區老師里,60
臺北市大同區至聖里,82
臺北市大同區延平里,47
臺北市大同區保安里,57
臺北市大同區南芳里,44
臺北市大同區建功里,60
臺北市大同區建明里,42
臺北市大同區建泰里,67
臺北市大同區星明里,57
臺北市大同區重慶里,46
臺北市大同區國順里,33
臺北市大同區國慶里,39
臺北市大同區揚雅里,33
臺北市大同區斯文里,27
臺北市大同區景星里,14
臺北市大同區朝陽里,71
臺北市大同區隆和里,38
臺北市大同區蓬萊里,65
臺北市大同區鄰江里,48
臺北市大同區雙連里,93
臺北市大安區大學里,98
臺北市大安區仁愛里,59
臺北市大安區仁慈里,50
臺北市大安區古風里,65
臺北市大安區古莊里,131
臺北市大安區正聲里,55
臺北市大安區民炤里,170
臺北市大安區民輝里,153
臺北市大安區永康里,54
臺北市大安區光明里,61
臺北市大安區光武里,61
臺北市大安區光信里,107
臺北市大安區全安里,35
臺北市大安區住安里,50
臺北市大安區車層里,58
臺北市大安區和安里,58
臺北市大安區昌隆里,14
臺北市大安區法治里,55
臺北市大安區臥龍里,18
臺北市大安區芳和里,53
臺北市大安區虎嘯里,30
臺北市大安區建安里,38
臺北市大安區建倫里,59
臺北市大安區通化里,83
臺北市大安區通安里,93
臺北市大安區敦安里,82
臺北市大安區敦煌里,76
臺北市大安區華聲里,71
臺北市大安區新龍里,27
臺北市大安區群英里,4
臺北市大安區群賢里,74
臺北市大安區義安里,66
臺北市大安區義村里,34
臺北市大安區誠安里,27
臺北市大安區福住里,140
臺北市大安區德安里,65
臺北市大安區黎元里,46
臺北市大安區黎孝里,52
臺北市大安區黎和里,20
臺北市大安區學府里,119
臺北市大安區錦安里,101
臺北市大安區錦泰里,50
臺北市大安區錦華里,112
臺北市大安區龍生里,88
臺北市大安區龍安里,104
臺北市大安區龍坡里,74
臺北市大安區龍門里,36
臺北市大安區龍泉里,139
臺北市大安區龍陣里,38
臺北市大安區龍淵里,90
臺北市大安區龍雲里,41
臺北市大安區龍圖里,73
臺北市大安區臨江里,83
臺北市中山區力行里,129
臺北市中山區下埤里,92
臺北市中山區大佳里,19
臺北市中山區大直里,131
臺北市中山區中山里,104
臺北市中山區中央里,61
臺北市中山區中吉里,100
臺北市中山區中庄里,53
臺北市中山區中原里,88
臺北市中山區北安里,19
臺北市中山區正守里,67
臺北市中山區正得里,108
臺北市中山區正得裡,1
臺北市中山區正義里,105
臺北市中山區民安里,135
臺北市中山區永安里,78
臺北市中山區成功里,107
臺北市中山區朱崙里,58
臺北市中山區朱園里,123
臺北市中山區朱馥里,103
臺北市中山區江山里,95
臺北市中山區江寧里,90
臺北市中山區行仁里,85
臺北市中山區行孝里,44
臺北市中山區行政里,99
臺北市中山區松江里,91
臺北市中山區金泰里,55
臺北市中山區恆安里,68
臺北市中山區俾頭里,46
臺北市中山區康樂里,61
臺北市中山區復華里,84
臺北市中山區晴光里,87
臺北市中山區集英里,121
臺北市中山區圓山里,99
臺北市中山區新生里,65
臺北市中山區新庄里,23
臺北市中山區新喜里,52
臺北市中山區新福里,59
臺北市中山區聚盛里,52
臺北市中山區聚葉里,54
臺北市中山區劍潭里,15
臺北市中山區興亞里,135
臺北市中山區龍洲里,10
臺北市中正區三愛里,220
臺北市中正區文北里,116
臺北市中正區文盛里,27
臺北市中正區文祥里,123
臺北市中正區水源里,36
臺北市中正區永功里,83
臺北市中正區永昌里,60
臺北市中正區光復里,151
臺北市中正區幸市里,162
臺北市中正區幸福里,115
臺北市中正區忠勤里,26
臺北市中正區東門里,93
臺北市中正區板溪里,57
臺北市中正區林興里,47
臺北市中正區河堤里,71
臺北市中正區南門里,29
臺北市中正區南福里,149
臺北市中正區建國里,48
臺北市中正區梅花里,86
臺北市中正區頂東里,94
臺北市中正區富水里,14
臺北市中正區廈安里,31
臺北市中正區愛國里,26
臺北市中正區新營里,88
臺北市中正區網溪里,109
臺北市中正區黎明里,164
臺北市中正區螢圃里,91
臺北市中正區螢雪里,71
臺北市中正區龍光里,31
臺北市中正區龍福里,60
臺北市中正區龍興里,28
臺北市仁愛路敦煌里,1
臺北市內湖區大湖里,61
臺北市內湖區五分里,44
臺北市內湖區內湖里,40
臺北市內湖區內溝里,20
臺北市內湖區石潭里,68
臺北市內湖區安泰里,12
臺北市內湖區安湖里,61
臺北市內湖區行善里,36
臺北市內湖區西安里,45
臺北市內湖區西康里,99
臺北市內湖區西湖里,117
臺北市內湖區秀湖里,37
臺北市內湖區明湖里,46
臺北市內湖區東湖里,65
臺北市內湖區金湖里,60
臺北市內湖區金瑞里,28
臺北市內湖區金龍里,34
臺北市內湖區南湖里,37
臺北市內湖區康寧里,54
臺北市內湖區清白里,44
臺北市內湖區港都里,20
臺北市內湖區港富里,67
臺北市內湖區港華里,53
臺北市內湖區港墘里,138
臺北市內湖區湖元里,258
臺北市內湖區湖興里,44
臺北市內湖區湖濱里,51
臺北市內湖區紫星里,60
臺北市內湖區紫陽里,68
臺北市內湖區紫雲里,42
臺北市內湖區週美里,124
臺北市內湖區瑞光里,17
臺北市內湖區瑞陽里,51
臺北市內湖區葫洲里,44
臺北市內湖區碧山里,35
臺北市內湖區樂康里,63
臺北市內湖區麗山里,57
臺北市內湖區寶湖里,77
臺北市內湖區蘆洲里,24
臺北市文山區木柵里,74
臺北市文山區木新里,82
臺北市文山區老泉里,2
臺北市文山區忠順里,29
臺北市文山區明義里,20
臺北市文山區明興里,26
臺北市文山區指南里,26
臺北市文山區政大里,37
臺北市文山區博嘉里,44
臺北市文山區景仁里,47
臺北市文山區景行里,69
臺北市文山區景東里,63
臺北市文山區景美里,63
臺北市文山區景華里,39
臺北市文山區景慶里,86
臺北市文山區華興里,36
臺北市文山區順興里,61
臺北市文山區萬年里,109
臺北市文山區萬有里,40
臺北市文山區萬和里,10
臺北市文山區萬芳里,36
臺北市文山區萬美里,21
臺北市文山區萬盛里,86
臺北市文山區萬祥里,49
臺北市文山區萬隆里,38
臺北市文山區萬興里,61
臺北市文山區試院里,52
臺北市文山區樟文里,80
臺北市文山區樟林里,72
臺北市文山區樟新里,47
臺北市文山區樟腳里,26
臺北市文山區樟樹里,56
臺北市文山區興光里,26
臺北市文山區興安里,61
臺北市文山區興邦里,25
臺北市文山區興旺里,63
臺北市文山區興昌里,38
臺北市文山區興家里,27
臺北市文山區興泰里,41
臺北市文山區興得里,39
臺北市文山區興業里,64
臺北市文山區興福里,57
臺北市文山區興豐里,39
臺北市北投區一德里,74
臺北市北投區八仙里,54
臺北市北投區大同里,71
臺北市北投區中心里,78
臺北市北投區中央里,83
臺北市北投區中和里,41
臺北市北投區中庸里,31
臺北市北投區文化里,10
臺北市北投區文林里,50
臺北市北投區永和里,92
臺北市北投區永明里,59
臺北市北投區永欣里,114
臺北市北投區石牌里,52
臺北市北投區立農里,93
臺北市北投區立賢里,37
臺北市北投區吉利里,52
臺北市北投區吉慶里,25
臺北市北投區秀山里,15
臺北市北投區奇岩里,130
臺北市北投區東華里,54
臺北市北投區林泉里,35
臺北市北投區長安里,66
臺北市北投區建民里,48
臺北市北投區泉源里,10
臺北市北投區洲美里,8
臺北市北投區振華里,72
臺北市北投區桃源里,41
臺北市北投區清江里,106
臺北市北投區尊賢里,21
臺北市北投區智仁里,68
臺北市北投區湖山里,10
臺北市北投區湖田里,1
臺北市北投區開明里,101
臺北市北投區溫泉里,74
臺北市北投區裕民里,71
臺北市北投區榮光里,80
臺北市北投區榮華里,129
臺北市北投區福興里,74
臺北市北投區稻香里,53
臺北市北投區豐年里,27
臺北市北投區關渡里,19
臺北市西湖里西湖里,1
臺北市松山光復勢里,1
臺北市松山延吉仁里,1
臺北市松山區三民里,32
臺北市松山區中正里,128
臺北市松山區中崙里,43
臺北市松山區中華里,46
臺北市松山區介壽里,9
臺北市松山區民有里,133
臺北市松山區民福里,36
臺北市松山區吉仁里,43
臺北市松山區吉祥里,81
臺北市松山區安平里,116
臺北市松山區自強里,17
臺北市松山區東光里,33
臺北市松山區東昌里,32
臺北市松山區東勢里,31
臺北市松山區東榮里,44
臺北市松山區松基里,55
臺北市松山區美仁里,53
臺北市松山區莊敬里,10
臺北市松山區富泰里,11
臺北市松山區富錦里,22
臺北市松山區復建里,55
臺北市松山區復盛里,33
臺北市松山區復勢里,76
臺北市松山區復源里,28
臺北市松山區敦化里,78
臺北市松山區慈祐里,135
臺北市松山區新東里,27
臺北市松山區新益里,36
臺北市松山區新聚里,55
臺北市松山區福成里,18
臺北市松山區精忠里,44
臺北市松山區龍田里,36
臺北市松山區鵬程里,26
臺北市信義區三張里,64
臺北市信義區三犁里,28
臺北市信義區大仁里,6
臺北市信義區大道里,49
臺北市信義區中行里,64
臺北市信義區中坡里,33
臺北市信義區中興里,24
臺北市信義區五全里,47
臺北市信義區五常里,31
臺北市信義區六合里,61
臺北市信義區六藝里,20
臺北市信義區四育里,20
臺北市信義區四維里,12
臺北市信義區正和里,54
臺北市信義區永吉里,24
臺北市信義區永春里,40
臺北市信義區安康里,58
臺北市信義區西村里,24
臺北市信義區松友里,15
臺北市信義區松光里,12
臺北市信義區松隆里,18
臺北市信義區長春里,28
臺北市信義區泰和里,25
臺北市信義區國業里,16
臺北市信義區富台里,17
臺北市信義區惠安里,64
臺北市信義區敦厚里,60
臺北市信義區景勤里,36
臺北市信義區景新里,76
臺北市信義區景聯里,49
臺北市信義區雅祥里,31
臺北市信義區新仁里,49
臺北市信義區嘉興里,17
臺北市信義區廣居里,31
臺北市信義區黎平里,48
臺北市信義區黎安里,6
臺北市信義區黎忠里,36
臺北市信義區黎順里,21
臺北市信義區興隆里,18
臺北市信義區興雅里,37
臺北市信義區雙和里,54
臺北市南港區九如里,25
臺北市南港區三重里,69
臺北市南港區中南里,20
臺北市南港區中研里,47
臺北市南港區仁福里,1
臺北市南港區玉成里,34
臺北市南港區合成里,20
臺北市南港區成福里,44
臺北市南港區百福里,24
臺北市南港區西新里,44
臺北市南港區東明里,25
臺北市南港區東新里,31
臺北市南港區南港里,26
臺北市南港區重陽里,46
臺北市南港區新光里,22
臺北市南港區新富里,34
臺北市南港區萬福里,22
臺北市南港區聯成里,44
臺北市南港區鴻福里,25
臺北市南港區舊莊里,27
臺北市湖區陽湖元里,1
臺北市萬華區仁德里,66
臺北市萬華區日祥里,12
臺北市萬華區日善里,53
臺北市萬華區全德里,19
臺北市萬華區西門里,104
臺北市萬華區孝德里,7
臺北市萬華區和平里,100
臺北市萬華區和德里,28
臺北市萬華區忠貞里,18
臺北市萬華區忠德里,37
臺北市萬華區青山里,120
臺北市萬華區保德里,40
臺北市萬華區柳鄉里,34
臺北市萬華區凌霄里,8
臺北市萬華區頂碩里,98
臺北市萬華區富民里,112
臺北市萬華區富福里,55
臺北市萬華區菜園里,78
臺北市萬華區華中里,72
臺北市萬華區華江里,72
臺北市萬華區新安里,15
臺北市萬華區新和里,11
臺北市萬華區新忠里,7
臺北市萬華區新起里,102
臺北市萬華區萬壽里,71
臺北市萬華區壽德里,35
臺北市萬華區榮德里,32
臺北市萬華區福星里,82
臺北市萬華區福音里,93
臺北市萬華區綠堤里,16
臺北市萬華區銘德里,62
臺北市萬華區糖廍里,63
臺北市萬華區興德里,66
臺北市萬華區錦德里,36
臺北市萬華區雙園里,79
臺北市萬華區騰雲里,12
