COUNTYNAME,TOWNNAME,VILLNAME,DN
新北市,新店區,文明里,"14"
新北市,新店區,美潭里,"14"
新北市,新店區,中興里,"14"
新北市,新店區,新生里,"14"
新北市,新店區,下城里,"14"
新北市,新店區,長春里,"14"
新北市,新店區,頂城里,"14"
新北市,新店區,新德里,"14"
新北市,新店區,五峯里,"14"
新北市,新店區,中華里,"14"
新北市,新店區,百福里,"14"
新北市,新店區,中正里,"14"
新北市,新店區,仁愛里,"14"
新北市,新店區,張北里,"14"
新北市,新店區,中央里,"14"
新北市,新店區,安和里,"14"
新北市,新店區,寶福里,"14"
新北市,石碇區,彭山里,"24"
新北市,烏來區,孝義里,"24"
新北市,坪林區,石[曹]里,"24"
新北市,坪林區,大林里,"24"
新北市,坪林區,水德里,"24"
新北市,坪林區,坪林里,"24"
新北市,坪林區,粗窟里,"24"
新北市,坪林區,上德里,"24"
新北市,石碇區,潭邊里,"24"
新北市,石碇區,豐田里,"24"
新北市,石碇區,永定里,"24"
新北市,石碇區,中民里,"24"
新北市,石碇區,光明里,"24"
新北市,石碇區,彭山里,"23"
新北市,石碇區,烏塗里,"23"
新北市,烏來區,孝義里,"23"
新北市,坪林區,大林里,"23"
新北市,石碇區,永安里,"23"
新北市,坪林區,粗窟里,"23"
新北市,石碇區,格頭里,"23"
新北市,石碇區,石碇里,"23"
新北市,石碇區,潭邊里,"23"
新北市,石碇區,豐林里,"23"
新北市,石碇區,中民里,"23"
新北市,石碇區,隆盛里,"23"
新北市,石碇區,光明里,"23"
新北市,土城區,員信里,"26"
新北市,土城區,埤塘里,"26"
新北市,土城區,員仁里,"26"
新北市,土城區,日新里,"26"
新北市,土城區,永寧里,"26"
新北市,土城區,土城里,"26"
新北市,土城區,沛陂里,"26"
新北市,土城區,大安里,"26"
新北市,土城區,長風里,"26"
新北市,土城區,員福里,"26"
新北市,土城區,日和里,"26"
新北市,板橋區,溪福里,"26"
新北市,板橋區,溪洲里,"26"
新北市,板橋區,堂春里,"26"
新北市,板橋區,溪北里,"26"
新北市,土城區,裕生里,"26"
新北市,樹林區,保安里,"26"
新北市,板橋區,福安里,"26"
新北市,板橋區,崑崙里,"26"
新北市,板橋區,成和里,"26"
新北市,新莊區,西盛里,"26"
新北市,土城區,員信里,"29"
新北市,土城區,埤塘里,"29"
新北市,土城區,土城里,"29"
新北市,土城區,長風里,"29"
新北市,土城區,員林里,"29"
新北市,土城區,員福里,"29"
新北市,土城區,柑林里,"29"
新北市,土城區,學士里,"29"
新北市,土城區,明德里,"29"
新北市,土城區,學府里,"29"
新北市,土城區,日和里,"29"
新北市,土城區,埤塘里,"28"
新北市,土城區,清和里,"28"
新北市,土城區,清化里,"28"
新北市,土城區,青山里,"28"
新北市,土城區,清水里,"28"
新北市,土城區,柑林里,"28"
新北市,土城區,學士里,"28"
新北市,土城區,永豐里,"28"
新北市,土城區,永富里,"28"
新北市,土城區,中正里,"28"
新北市,土城區,清溪里,"28"
新北市,土城區,青雲里,"28"
新北市,土城區,埤塘里,"25"
新北市,土城區,員仁里,"25"
新北市,土城區,永寧里,"25"
新北市,土城區,沛陂里,"25"
新北市,土城區,大安里,"25"
新北市,土城區,埤塘里,"26"
新北市,土城區,清化里,"26"
新北市,土城區,大安里,"26"
新北市,土城區,永寧里,"24"
新北市,土城區,大安里,"24"
新北市,土城區,埤塘里,"25"
新北市,土城區,永寧里,"25"
新北市,土城區,大安里,"25"
新北市,土城區,埤塘里,"24"
新北市,新店區,日興里,"24"
新北市,土城區,清化里,"24"
新北市,土城區,大安里,"24"
新北市,土城區,清和里,"25"
新北市,土城區,清化里,"25"
新北市,土城區,青山里,"25"
新北市,土城區,廷寮里,"25"
新北市,土城區,永富里,"25"
新北市,土城區,金城里,"25"
新北市,土城區,峯廷里,"25"
新北市,土城區,延和里,"25"
新北市,土城區,安和里,"25"
新北市,土城區,延吉里,"25"
新北市,土城區,延祿里,"25"
新北市,中和區,灰[磘]里,"25"
新北市,土城區,平和里,"25"
新北市,土城區,延壽里,"25"
新北市,板橋區,五權里,"25"
新北市,中和區,嘉慶里,"25"
新北市,中和區,壽德里,"25"
新北市,中和區,明德里,"25"
新北市,中和區,嘉穗里,"25"
新北市,中和區,明穗里,"25"
新北市,中和區,清穗里,"25"
新北市,中和區,崇南里,"21"
新北市,中和區,忠孝里,"21"
新北市,中和區,東南里,"21"
新北市,中和區,頂南里,"21"
新北市,中和區,華南里,"21"
新北市,中和區,正南里,"21"
新北市,新店區,永平里,"21"
新北市,中和區,內南里,"21"
新北市,中和區,福南里,"21"
新北市,中和區,景南里,"21"
新北市,中和區,外南里,"21"
新北市,中和區,壽南里,"21"
新北市,中和區,景本里,"21"
新北市,中和區,興南里,"21"
新北市,中和區,吉興里,"21"
新北市,中和區,秀士里,"21"
新北市,中和區,復興里,"21"
新北市,中和區,景新里,"21"
新北市,中和區,中興里,"21"
新北市,中和區,景福里,"21"
新北市,中和區,秀明里,"21"
新北市,中和區,景平里,"21"
新北市,中和區,和興里,"21"
新北市,中和區,安順里,"21"
新北市,永和區,智光里,"21"
新北市,中和區,景安里,"21"
新北市,中和區,安和里,"21"
新北市,中和區,南山里,"21"
新北市,中和區,景文里,"21"
新北市,永和區,潭安里,"21"
新北市,中和區,崇南里,"19"
新北市,新店區,永平里,"19"
新北市,新店區,永安里,"19"
新北市,新店區,中山里,"19"
新北市,新店區,新和里,"19"
新北市,中和區,景南里,"19"
新北市,中和區,秀峰里,"19"
新北市,中和區,秀士里,"19"
新北市,中和區,秀水里,"19"
新北市,中和區,秀成里,"19"
新北市,中和區,秀明里,"19"
新北市,中和區,秀景里,"19"
新北市,中和區,秀義里,"19"
新北市,中和區,秀仁里,"19"
新北市,中和區,秀山里,"19"
新北市,永和區,智光里,"19"
新北市,中和區,秀福里,"19"
新北市,永和區,民族里,"19"
新北市,土城區,廣福里,"27"
新北市,土城區,埤林里,"27"
新北市,土城區,柑林里,"27"
新北市,土城區,學士里,"27"
新北市,土城區,永豐里,"27"
新北市,土城區,永富里,"27"
新北市,土城區,學府里,"27"
新北市,土城區,中正里,"27"
新北市,土城區,金城里,"27"
新北市,土城區,延和里,"27"
新北市,土城區,清溪里,"27"
新北市,土城區,青雲里,"27"
新北市,土城區,廣興里,"27"
新北市,土城區,安和里,"27"
新北市,土城區,復興里,"27"
新北市,板橋區,廣福里,"27"
新北市,板橋區,和平里,"27"
新北市,板橋區,華德里,"27"
新北市,板橋區,五權里,"27"
新北市,土城區,瑞興里,"27"
新北市,板橋區,信義里,"27"
新北市,中和區,壽德里,"27"
新北市,板橋區,重慶里,"27"
新北市,板橋區,華東里,"27"
新北市,中和區,忠孝里,"20"
新北市,中和區,東南里,"20"
新北市,新店區,柴埕里,"20"
新北市,新店區,安和里,"20"
新北市,中和區,華新里,"20"
新北市,中和區,頂南里,"20"
新北市,中和區,華南里,"20"
新北市,中和區,正南里,"20"
新北市,新店區,永平里,"20"
新北市,中和區,內南里,"20"
新北市,新店區,復興里,"16"
臺北市,文山區,景東里,"16"
臺北市,文山區,景慶里,"16"
臺北市,文山區,景華里,"16"
臺北市,文山區,興福里,"16"
臺北市,文山區,景仁里,"16"
臺北市,文山區,興得里,"16"
臺北市,文山區,興安里,"16"
新北市,新店區,寶安里,"16"
新北市,新店區,寶興里,"16"
新北市,新店區,中山里,"16"
新北市,新店區,寶福里,"16"
新北市,新店區,信義里,"16"
新北市,新店區,忠孝里,"16"
新北市,新店區,大鵬里,"16"
新北市,中和區,秀景里,"16"
臺北市,文山區,試院里,"16"
臺北市,文山區,景行里,"16"
臺北市,文山區,華興里,"16"
臺北市,文山區,景美里,"16"
新北市,土城區,日新里,"28"
新北市,土城區,埤林里,"28"
新北市,土城區,學士里,"28"
新北市,土城區,明德里,"28"
新北市,土城區,學府里,"28"
新北市,土城區,日和里,"28"
新北市,土城區,樂利里,"28"
新北市,土城區,學成里,"28"
新北市,土城區,裕生里,"28"
新北市,土城區,貨饒里,"28"
新北市,土城區,復興里,"28"
新北市,板橋區,華德里,"28"
新北市,板橋區,福安里,"28"
新北市,板橋區,華東里,"28"
新北市,樹林區,育英里,"23"
新北市,樹林區,大同里,"23"
新北市,樹林區,東陽里,"23"
新北市,樹林區,東昇里,"23"
新北市,樹林區,和平里,"23"
新北市,板橋區,溪福里,"23"
新北市,樹林區,樹南里,"23"
新北市,板橋區,溪洲里,"23"
新北市,樹林區,樹人里,"23"
新北市,板橋區,溪北里,"23"
新北市,樹林區,樹西里,"23"
新北市,樹林區,樹東里,"23"
新北市,樹林區,樹北里,"23"
新北市,樹林區,樹興里,"23"
新北市,樹林區,樹福里,"23"
新北市,樹林區,樹德里,"23"
新北市,樹林區,保安里,"23"
新北市,板橋區,崑崙里,"23"
新北市,樹林區,潭底里,"23"
新北市,中和區,錦和里,"22"
新北市,中和區,橫路里,"22"
新北市,中和區,內南里,"22"
新北市,中和區,外南里,"22"
新北市,中和區,錦昌里,"22"
新北市,中和區,錦盛里,"22"
新北市,中和區,復興里,"22"
新北市,中和區,中興里,"22"
新北市,中和區,德行里,"22"
新北市,中和區,錦中里,"22"
新北市,中和區,和興里,"22"
新北市,中和區,中山里,"22"
新北市,中和區,正行里,"22"
新北市,中和區,建和里,"22"
新北市,中和區,新南里,"22"
新北市,中和區,南山里,"22"
新北市,中和區,力行里,"22"
新北市,中和區,碧河里,"22"
新北市,中和區,錦和里,"23"
新北市,永和區,和平里,"23"
新北市,永和區,,"23"
新北市,新店區,香坡里,"23"
新北市,新店區,雙城里,"23"
新北市,新店區,德安里,"23"
新北市,土城區,清化里,"23"
新北市,中和區,橫路里,"23"
新北市,土城區,廷寮里,"23"
新北市,土城區,延吉里,"23"
新北市,中和區,灰[磘]里,"23"
新北市,中和區,錦中里,"23"
新北市,中和區,和興里,"23"
新北市,中和區,仁和里,"23"
新北市,中和區,中正里,"23"
新北市,中和區,中山里,"23"
新北市,中和區,正行里,"23"
新北市,中和區,嘉慶里,"23"
新北市,中和區,建和里,"23"
新北市,中和區,安順里,"23"
新北市,永和區,智光里,"23"
新北市,中和區,景安里,"23"
新北市,中和區,安和里,"23"
新北市,中和區,新南里,"23"
新北市,中和區,南山里,"23"
新北市,中和區,景文里,"23"
新北市,中和區,力行里,"23"
新北市,中和區,宜安里,"23"
新北市,中和區,嘉穗里,"23"
新北市,中和區,文元里,"23"
新北市,中和區,泰安里,"23"
新北市,中和區,連城里,"23"
新北市,中和區,民安里,"23"
新北市,中和區,信和里,"23"
新北市,中和區,漳和里,"23"
新北市,中和區,安平里,"23"
新北市,永和區,潭安里,"23"
新北市,永和區,雙和里,"23"
新北市,中和區,廟美里,"23"
新北市,中和區,枋寮里,"23"
新北市,中和區,連和里,"23"
新北市,中和區,安樂里,"23"
新北市,永和區,潭墘里,"23"
新北市,中和區,嘉新里,"23"
新北市,中和區,中安里,"23"
新北市,中和區,安穗里,"23"
新北市,中和區,福和里,"23"
新北市,中和區,碧河里,"23"
新北市,中和區,平河里,"23"
新北市,永和區,安和里,"23"
新北市,中和區,瓦[磘]里,"23"
新北市,中和區,福真里,"23"
新北市,永和區,永安里,"23"
新北市,中和區,福善里,"23"
新北市,中和區,積穗里,"23"
新北市,永和區,水源里,"23"
新北市,中和區,福祥里,"23"
新北市,永和區,保平里,"23"
新北市,永和區,永樂里,"23"
新北市,中和區,佳和里,"23"
新北市,永和區,店街里,"23"
新北市,中和區,福美里,"23"
新北市,永和區,協和里,"23"
新北市,永和區,大新里,"23"
新北市,中和區,員山里,"23"
新北市,永和區,保安里,"23"
新北市,永和區,保順里,"23"
新北市,中和區,中原里,"23"
臺北市,萬華區,榮德里,"23"
臺北市,萬華區,華中里,"23"
臺北市,萬華區,興德里,"23"
臺北市,萬華區,日祥里,"23"
新北市,泰山區,同榮里,"17"
新北市,泰山區,福泰里,"17"
新北市,新莊區,中原里,"17"
新北市,新莊區,雙鳳里,"17"
新北市,新莊區,丹鳳里,"17"
新北市,泰山區,貴子里,"17"
新北市,泰山區,明志里,"17"
新北市,泰山區,全興里,"17"
新北市,泰山區,同興里,"17"
新北市,泰山區,福興里,"17"
新北市,泰山區,山腳里,"17"
新北市,泰山區,楓樹里,"17"
新北市,五股區,德泰里,"17"
新北市,五股區,福德里,"17"
新北市,泰山區,大科里,"17"
新北市,五股區,水碓里,"17"
新北市,泰山區,黎明里,"17"
新北市,林口區,林口里,"17"
新北市,五股區,德音里,"17"
新北市,五股區,民義里,"17"
新北市,五股區,成德里,"17"
新北市,林口區,東林里,"17"
新北市,林口區,中湖里,"17"
新北市,五股區,成泰里,"17"
新北市,五股區,集賢里,"17"
新北市,五股區,集福里,"17"
新北市,五股區,五龍里,"17"
新北市,林口區,嘉寶里,"17"
新北市,林口區,瑞平里,"17"
新北市,五股區,觀音里,"17"
新北市,八里區,長坑里,"17"
新北市,淡水區,福德里,"17"
新北市,八里區,龍源里,"17"
新北市,林口區,太平里,"17"
新北市,八里區,荖阡里,"17"
新北市,八里區,下罟里,"17"
新北市,八里區,舊城里,"17"
新北市,淡水區,,"17"
新北市,八里區,訊塘里,"17"
新北市,八里區,頂罟里,"17"
新北市,八里區,埤頭里,"17"
臺北市,士林區,福安里,"17"
臺北市,士林區,富洲里,"17"
臺北市,北投區,關渡里,"17"
臺北市,北投區,八仙里,"17"
臺北市,北投區,一德里,"17"
新北市,泰山區,同榮里,"16"
新北市,泰山區,福泰里,"16"
新北市,新莊區,中原里,"16"
新北市,泰山區,新明里,"16"
新北市,泰山區,貴子里,"16"
新北市,新莊區,立泰里,"16"
新北市,泰山區,泰友里,"16"
新北市,泰山區,明志里,"16"
新北市,新莊區,立廷里,"16"
新北市,泰山區,義學里,"16"
新北市,泰山區,義仁里,"16"
新北市,泰山區,全興里,"16"
新北市,泰山區,同興里,"16"
新北市,泰山區,福興里,"16"
新北市,泰山區,楓樹里,"16"
新北市,泰山區,大科里,"16"
新北市,新莊區,中原里,"18"
新北市,蘆洲區,延平里,"18"
新北市,新莊區,泰豐里,"18"
新北市,新莊區,國泰里,"18"
新北市,新莊區,海山里,"18"
新北市,新莊區,全安里,"18"
新北市,新莊區,文衡里,"18"
新北市,新莊區,忠孝里,"18"
新北市,新莊區,全泰里,"18"
新北市,新莊區,文聖里,"18"
新北市,新莊區,興漢里,"18"
新北市,新莊區,榮和里,"18"
新北市,新莊區,立人里,"18"
新北市,新莊區,立言里,"18"
新北市,新莊區,營盤里,"18"
新北市,新莊區,立德里,"18"
新北市,新莊區,立功里,"18"
新北市,新莊區,中美里,"18"
新北市,新莊區,中和里,"18"
新北市,新莊區,立志里,"18"
新北市,新莊區,中泰里,"18"
新北市,新莊區,立泰里,"18"
新北市,新莊區,中全里,"18"
新北市,新莊區,中華里,"18"
新北市,新莊區,自強里,"18"
新北市,新莊區,立基里,"18"
新北市,新莊區,中宏里,"18"
新北市,新莊區,中誠里,"18"
新北市,新莊區,自信里,"18"
新北市,新莊區,中港里,"18"
新北市,新莊區,幸福里,"18"
新北市,新莊區,中平里,"18"
新北市,新莊區,昌隆里,"18"
新北市,新莊區,中信里,"18"
新北市,新莊區,立廷里,"18"
新北市,泰山區,義仁里,"18"
新北市,新莊區,頭前里,"18"
新北市,新莊區,昌平里,"18"
新北市,新莊區,中隆里,"18"
新北市,三重區,頂崁里,"18"
新北市,新莊區,福興里,"18"
新北市,新莊區,福基里,"18"
新北市,蘆洲區,永安里,"18"
新北市,蘆洲區,九芎里,"18"
新北市,蘆洲區,溪墘里,"18"
新北市,蘆洲區,樹德里,"18"
新北市,蘆洲區,中路里,"18"
新北市,泰山區,楓樹里,"18"
新北市,五股區,德泰里,"18"
新北市,五股區,貿商里,"18"
新北市,五股區,福德里,"18"
新北市,五股區,水碓里,"18"
新北市,泰山區,黎明里,"18"
新北市,五股區,興珍里,"18"
新北市,蘆洲區,長安里,"18"
新北市,蘆洲區,中華里,"18"
新北市,蘆洲區,恆德里,"18"
新北市,蘆洲區,忠義里,"18"
新北市,蘆洲區,仁復里,"18"
新北市,蘆洲區,得勝里,"18"
新北市,蘆洲區,光明里,"18"
新北市,蘆洲區,永德里,"18"
新北市,蘆洲區,仁德里,"18"
新北市,蘆洲區,光華里,"18"
新北市,五股區,德音里,"18"
新北市,蘆洲區,永康里,"18"
新北市,蘆洲區,鷺江里,"18"
新北市,五股區,更寮里,"18"
新北市,蘆洲區,保和里,"18"
新北市,五股區,五股里,"18"
新北市,蘆洲區,中原里,"18"
新北市,蘆洲區,成功里,"18"
新北市,蘆洲區,信義里,"18"
新北市,蘆洲區,仁愛里,"18"
新北市,蘆洲區,福安里,"18"
新北市,五股區,陸一里,"18"
新北市,蘆洲區,保佑里,"18"
新北市,蘆洲區,忠孝里,"18"
新北市,蘆洲區,永樂里,"18"
新北市,五股區,五福里,"18"
新北市,三重區,,"18"
新北市,蘆洲區,水湳里,"18"
新北市,五股區,民義里,"18"
新北市,蘆洲區,南港里,"18"
新北市,蘆洲區,復興里,"18"
新北市,蘆洲區,正義里,"18"
新北市,五股區,六福里,"18"
新北市,蘆洲區,水河里,"18"
新北市,五股區,成功里,"18"
新北市,蘆洲區,保新里,"18"
新北市,五股區,成州里,"18"
新北市,蘆洲區,,"18"
新北市,五股區,成德里,"18"
新北市,五股區,成泰里,"18"
新北市,五股區,集賢里,"18"
新北市,五股區,五龍里,"18"
新北市,五股區,觀音里,"18"
臺北市,士林區,富洲里,"18"
新北市,三重區,光榮里,"21"
新北市,三重區,清和里,"21"
新北市,三重區,重新里,"21"
新北市,三重區,福星里,"21"
新北市,三重區,中山里,"21"
新北市,三重區,光正里,"21"
新北市,三重區,同安里,"21"
新北市,三重區,永春里,"21"
新北市,三重區,同慶里,"21"
新北市,三重區,大安里,"21"
新北市,三重區,仁義里,"21"
新北市,三重區,光明里,"21"
新北市,三重區,平和里,"21"
新北市,三重區,吉利里,"21"
新北市,三重區,菜寮里,"21"
新北市,三重區,忠孝里,"21"
新北市,三重區,中正里,"21"
新北市,三重區,中民里,"21"
新北市,三重區,光輝里,"21"
新北市,三重區,過田里,"21"
新北市,三重區,大同里,"21"
新北市,三重區,福利里,"21"
新北市,三重區,仁德里,"21"
新北市,三重區,永興里,"21"
新北市,三重區,正德里,"21"
新北市,三重區,錦通里,"21"
新北市,三重區,國隆里,"21"
新北市,三重區,文化里,"21"
新北市,三重區,大園里,"21"
新北市,三重區,重陽里,"21"
新北市,三重區,大德里,"21"
新北市,三重區,光華里,"21"
新北市,三重區,錦安里,"21"
新北市,三重區,開元里,"21"
新北市,三重區,正義里,"21"
新北市,三重區,中央里,"21"
新北市,三重區,民生里,"21"
新北市,三重區,正安里,"21"
新北市,三重區,長生里,"21"
新北市,三重區,長元里,"21"
新北市,三重區,自強里,"21"
新北市,三重區,雙園里,"21"
新北市,三重區,長江里,"21"
新北市,三重區,長安里,"21"
新北市,三重區,安慶里,"21"
新北市,三重區,長泰里,"21"
新北市,三重區,幸福里,"21"
新北市,三重區,福安里,"21"
新北市,三重區,,"21"
新北市,三重區,清和里,"17"
臺北市,大同區,國慶里,"17"
新北市,三重區,永興里,"17"
新北市,三重區,大德里,"17"
新北市,三重區,開元里,"17"
新北市,三重區,長元里,"17"
新北市,三重區,長江里,"17"
新北市,三重區,,"17"
臺北市,大同區,永樂里,"17"
臺北市,大同區,朝陽里,"17"
臺北市,大同區,星明里,"17"
臺北市,大同區,雙連里,"17"
臺北市,大同區,大有里,"17"
臺北市,大同區,延平里,"17"
臺北市,大同區,民權里,"17"
臺北市,大同區,南芳里,"17"
臺北市,大同區,景星里,"17"
臺北市,大同區,隆和里,"17"
臺北市,大同區,蓬萊里,"17"
臺北市,大同區,揚雅里,"17"
臺北市,大同區,國順里,"17"
新北市,汐止區,樟樹里,"15"
新北市,汐止區,忠孝里,"15"
新北市,汐止區,環河里,"15"
新北市,汐止區,中興里,"15"
新北市,汐止區,福德里,"15"
新北市,汐止區,興福里,"15"
新北市,汐止區,湖蓮里,"15"
新北市,汐止區,厚德里,"15"
新北市,汐止區,康福里,"15"
新北市,汐止區,北山里,"15"
新北市,汐止區,北峰里,"15"
新北市,汐止區,金龍里,"15"
新北市,汐止區,忠山里,"15"
新北市,汐止區,湖光里,"15"
新北市,汐止區,湖興里,"15"
新北市,汐止區,文化里,"13"
新北市,汐止區,江北里,"13"
新北市,汐止區,白雲里,"13"
新北市,汐止區,樟樹里,"13"
新北市,汐止區,復興里,"13"
新北市,汐止區,忠孝里,"13"
新北市,汐止區,興福里,"13"
新北市,汐止區,智慧里,"13"
新北市,汐止區,厚德里,"13"
新北市,汐止區,康福里,"13"
新北市,汐止區,山光里,"13"
新北市,汐止區,文化里,"15"
新北市,汐止區,江北里,"15"
新北市,汐止區,白雲里,"15"
新北市,汐止區,自強里,"15"
新北市,汐止區,秀山里,"15"
新北市,汐止區,復興里,"15"
新北市,汐止區,大同里,"15"
新北市,汐止區,福安里,"15"
新北市,汐止區,秀峰里,"15"
新北市,汐止區,智慧里,"15"
新北市,汐止區,禮門里,"15"
新北市,汐止區,信望里,"15"
新北市,汐止區,新昌里,"15"
新北市,汐止區,義民里,"15"
新北市,汐止區,文化里,"17"
新北市,汐止區,東勢里,"17"
新北市,汐止區,橫科里,"17"
新北市,汐止區,白雲里,"17"
新北市,汐止區,樟樹里,"17"
新北市,汐止區,環河里,"17"
新北市,汐止區,文化里,"16"
新北市,汐止區,橫科里,"16"
新北市,汐止區,白雲里,"16"
新北市,汐止區,樟樹里,"16"
新北市,汐止區,白雲里,"17"
新北市,汐止區,秀山里,"17"
新北市,三重區,田安里,"17"
新北市,三重區,中山里,"17"
新北市,三重區,永清里,"17"
新北市,蘆洲區,得仁里,"17"
新北市,三重區,福祉里,"17"
新北市,新莊區,頭前里,"17"
新北市,三重區,谷王里,"17"
新北市,三重區,重明里,"17"
新北市,三重區,光明里,"17"
新北市,三重區,過田里,"17"
新北市,三重區,光田里,"17"
新北市,三重區,光陽里,"17"
新北市,三重區,錦田里,"17"
新北市,三重區,頂崁里,"17"
新北市,三重區,三民里,"17"
新北市,三重區,重陽里,"17"
新北市,三重區,田心里,"17"
新北市,三重區,民生里,"17"
新北市,新莊區,福基里,"17"
新北市,三重區,福田里,"17"
新北市,三重區,博愛里,"17"
新北市,三重區,二重里,"17"
新北市,三重區,田中里,"17"
新北市,蘆洲區,民和里,"17"
新北市,蘆洲區,永安里,"17"
新北市,蘆洲區,九芎里,"17"
新北市,蘆洲區,溪墘里,"17"
新北市,蘆洲區,樹德里,"17"
新北市,蘆洲區,中路里,"17"
新北市,三重區,六福里,"17"
新北市,三重區,幸福里,"17"
新北市,三重區,六合里,"17"
新北市,三重區,培德里,"17"
新北市,三重區,大有里,"17"
新北市,三重區,永發里,"17"
新北市,三重區,永豐里,"17"
新北市,三重區,永順里,"17"
新北市,五股區,興珍里,"17"
新北市,蘆洲區,中華里,"17"
新北市,蘆洲區,得勝里,"17"
新北市,三重區,,"17"
臺北市,中山區,朱園里,"22"
